text,date,clean_text,cluster,modified_date
@HuniB oOhwee naw i just been chillin tryna get use to this new work schedule of having to be at wrk @ 7... ,2009-06-18 23:23:36,oohwee naw chillin tryna get use new work schedule wrk,1,2009-06-18
@juzgalvez Hahaha! Don't be scared. They need fresh minds and you're it. ,2009-05-30 07:19:07,hahaha dont scared need fresh minds youre,2,2009-05-30
grandparents arrive tomorrow... good nite ,2009-06-01 22:03:31,grandparents arrive tomorrow good nite,0,2009-06-01
that was a good chat!  keep u posted guys...,2009-06-16 06:12:36,good chat keep u posted guys,0,2009-06-16
@BrokenStruggle to much waffle &amp; not enough drinking going on. he's a less annoying version of numpty! &amp; he's not you which makes me ,2009-05-22 04:56:58,much waffle amp enough drinking going hes less annoying version numpty amp hes makes,4,2009-05-22
@theclimbx3 i knooow  its the pizza girl episode xD &lt;3,2009-05-10 03:17:04,knooow pizza girl episode xd lt,0,2009-05-10
"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch  ",2009-05-30 02:02:40,random drunk girl sitting car quotis man bagquot quotyes thats man bagquot btw name butch,0,2009-05-30
lots of cool ppl  ~~&gt; @actionchick @thewildjoker @walterdoc @JGDemas @amilya @williger  #followfriday,2009-05-29 15:46:18,lots cool ppl gt followfriday,0,2009-05-29
Alright this is my debute twitt  yay lol,2009-06-01 04:29:29,alright debute twitt yay lol,0,2009-06-01
@Spitphyre girls i am outta it then  my exams,2009-05-10 08:42:04,girls outta exams,0,2009-05-10
Why do peep toe shoes hurt so bad ,2009-06-20 01:30:37,peep toe shoes hurt bad,0,2009-06-20
@Alyssa_Milano do celebs get more characters than the rest of us? ,2009-06-05 22:20:02,celebs get characters rest us,0,2009-06-05
need to charge my mac... ,2009-06-01 07:23:27,need charge mac,0,2009-06-01
Keyshia cole loves bebe too!!! ,2009-05-31 19:15:12,keyshia cole loves bebe,0,2009-05-31
@dstarr I want my bed  x,2009-06-19 03:32:33,want bed x,0,2009-06-19
"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16 ",2009-04-18 22:12:37,dang itbrbhave get cake candles ice cream sing happy birthday niece sweet,0,2009-04-18
"@StiffValentine Olympus E-410.  Besides the recent digital lenses, I also got an old 50mm OM lens which mounts via a simple adapter.  ",2009-05-17 02:10:32,olympus e besides recent digital lenses also got old mm om lens mounts via simple adapter,0,2009-05-17
"is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks. ",2009-04-19 09:55:06,going watch brewer game eat soup play sims sit vaporizer filled room stupid cold sucks,0,2009-04-19
Hmmm.... My whole body feels sore! ,2009-05-29 14:38:29,hmmm whole body feels sore,0,2009-05-29
@Venyadosae I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see ,2009-05-31 13:32:43,im sooo happy youll get retake penguin pics collect penguin stuff penguin freak cant wait see,3,2009-05-31
"My server has been going down lots lately, it makes me a sad WoW player  lol",2009-06-19 18:15:47,server going lots lately makes sad wow player lol,0,2009-06-19
how would you feel if @taylorswift13 was in a GoBernos video? eh eh ,2009-05-18 00:10:38,would feel gobernos video eh eh,0,2009-05-18
"@timdifford cheers, I spotted that - couldn't find it on the App Store though ",2009-05-22 04:26:41,cheers spotted couldnt find app store though,0,2009-05-22
sore throat ,2009-05-04 03:21:57,sore throat,0,2009-05-04
He'd go anywhere with me ,2009-06-03 04:44:14,hed go anywhere,1,2009-06-03
@LexiePixie your tarot twreading is next. ,2009-05-30 07:29:13,tarot twreading next,0,2009-05-30
@Bowl_the_Bunny lol love how we put some in stars: *some* haha...*crosses fingers* i hope you get more ,2009-06-05 17:59:36,lol love put stars hahacrosses fingers hope get,0,2009-06-05
This tea taste like pure WATER!!!  Yuck!,2009-06-06 14:07:56,tea taste like pure water yuck,0,2009-06-06
sad that it's not my birthday anymore and that my balloon is deflating ,2009-06-17 08:28:46,sad birthday anymore balloon deflating,0,2009-06-17
"Great to get bk online, my own net was down ",2009-06-19 10:02:39,great get bk online net,0,2009-06-19
St Andrews is scaring me. ,2009-05-10 06:18:13,st andrews scaring,0,2009-05-10
Finally done work YAY ,2009-05-30 10:05:42,finally done work yay,1,2009-05-30
@DTatStar not nice  lol,2009-06-17 20:14:14,nice lol,0,2009-06-17
i aint alive....im just breathing to death ,2009-05-29 19:10:13,aint aliveim breathing death,0,2009-05-29
Sorry you missed it. Good night! ,2009-06-05 21:52:31,sorry missed good night,0,2009-06-05
oopss did that twice  D: im such a silly moo.,2009-05-17 12:02:34,oopss twice im silly moo,3,2009-05-17
"@acj525 mummmmmmmmmmm,  can you put the pizza in the oven ",2009-06-06 13:41:09,mummmmmmmmmmm put pizza oven,0,2009-06-06
@ibbypop haha yeeahh yeahh you know its only till 2:30 so its not too bad! ,2009-06-02 03:39:43,haha yeeahh yeahh know till bad,0,2009-06-02
@Jagusti shit! I thought it was months away  I'm not in Sheffield this weekend ,2009-06-18 15:56:51,shit thought months away im sheffield weekend,3,2009-06-18
@Shadez mmm...i wouldn't mind li'l Katy's either.. ,2009-06-01 20:37:03,mmmi wouldnt mind lil katys either,0,2009-06-01
On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha. ,2009-06-02 01:18:52,jew mood downloading futures chase light naman mamaya haha,0,2009-06-02
Wishes @kirstiealley a Happy Mother's Day! ,2009-05-09 22:56:30,wishes happy mothers day,0,2009-05-09
"More rain due, ugh, going to a graduation today and was hoping the kids could go swimming ",2009-06-20 06:51:11,rain due ugh going graduation today hoping kids could go swimming,1,2009-06-20
woke up early today...dont wanna go to school tomorrow... ,2009-04-19 03:50:14,woke early todaydont wanna go school tomorrow,1,2009-04-19
I can't seem to fall asleep tonight ,2009-06-25 04:10:25,cant seem fall asleep tonight,0,2009-06-25
"#EU09 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving ",2009-06-07 11:35:15,eu years need best coverage world take look yes europe moving,0,2009-06-07
That should give you happy thoughts ,2009-06-16 07:04:45,give happy thoughts,0,2009-06-16
@monzongo2009 OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics ,2009-06-21 08:38:00,oh get well soon im trying get well midst merola sending virtual antibiotics,3,2009-06-21
Dam texts woke me up ,2009-06-17 06:07:34,dam texts woke,0,2009-06-17
"I could seriously go back to sleep  working 3-11 tonight w/ mitch...but toni won't be there...it's not the same, but i hope it's fun! ilu!",2009-06-06 10:58:15,could seriously go back sleep working tonight w mitchbut toni wont thereits hope fun ilu,4,2009-06-06
eatin an icecream ,2009-05-02 05:12:22,eatin icecream,0,2009-05-02
"@FifthSenseNYC I'll be giving the Mark Birley a wear later this week, even though I'm not a &quot;quiet man&quot;. ",2009-06-01 17:52:24,ill giving mark birley wear later week even though im quotquiet manquot,3,2009-06-01
happy birthday to andy hurley ,2009-05-31 10:37:46,happy birthday andy hurley,0,2009-05-31
Hangin with my bestie suzi ,2009-05-30 11:22:25,hangin bestie suzi,0,2009-05-30
" FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",2009-05-29 15:52:07,fml today sucks hope dance bring soul pray im still sadi hateee todayyyyyy gt,3,2009-05-29
But I will follow ,2009-05-31 07:15:54,follow,0,2009-05-31
I'm saying good bye to a good friend tonight... kinda sad ,2009-05-30 19:41:23,im saying good bye good friend tonight kinda sad,3,2009-05-30
my last nite in work for weeks.....ah im in such good humour ,2009-06-01 17:26:06,last nite work weeksah im good humour,3,2009-06-01
"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me ",2009-06-22 15:44:18,sonic skills improved running fine spinning awesome jump platform platform fail whale grabs,0,2009-06-22
"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away... ",2009-06-17 01:05:46,saw red balloon flying outside window somewhere kid must crying wind blew balloon away,0,2009-06-17
Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party. ,2009-06-06 12:33:16,working today closing missing mings birthday dinnerparty,1,2009-06-06
@JoshBkelley just wanted to say the youngstown girls miss you  .. &amp; what happened to tell it like it is on itunes? cant find it!,2009-05-10 02:08:34,wanted say youngstown girls miss amp happened tell like itunes cant find,4,2009-05-10
Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite ,2009-06-15 19:00:13,ahhhi finally dont keep guys happyi get waited tonite,2,2009-06-15
hope you feel better mommy  I love you :X,2009-06-06 07:32:58,hope feel better mommy love x,0,2009-06-06
@KandyChazer it is...but i was told i was gonna be entertained and i wasnt ,2009-05-28 22:30:27,isbut told gonna entertained wasnt,0,2009-05-28
yay! just realized i'm not driving this trip and can do all the twittering!  ,2009-06-05 16:41:09,yay realized im driving trip twittering,3,2009-06-05
"@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related. ",2009-06-01 23:06:01,thank reminding actually something mind given date hint star trek related,0,2009-06-01
We should have brought a flask with v0dka. Hahaha. ,2009-05-22 05:06:32,brought flask vdka hahaha,0,2009-05-22
Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,2009-05-10 02:43:10,got pulled fucking terrified cops headlights guess mew,0,2009-05-10
gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep... ,2009-06-18 18:06:19,gotta go checkconsoleconvince yo stay bed actually wants go sleep min nap car past sleep,1,2009-06-18
@cali_g510 ok   I got you!,2009-05-31 12:18:33,ok got,0,2009-05-31
Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add: http://bit.ly/4Qhlv,2009-06-15 23:02:01,changed background go watch mary shellys frankenstein add,1,2009-06-15
"@MANDY_EMMERSON I know you do, Go TEAM GB ",2009-04-07 00:29:12,know go team gb,1,2009-04-07
"@sdministry Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile ",2009-05-17 11:20:39,hey scott ashli shelby county met rick mick town awhile,0,2009-05-17
@temptationdice why did my family decide to have a family gathering?  i see why you hate them. -.-,2009-05-10 06:32:10,family decide family gathering see hate,0,2009-05-10
@kerryjor Happy Birthday!  Enjoy the cougar years - roar! ,2009-06-01 06:52:38,happy birthday enjoy cougar years roar,0,2009-06-01
I work 9-6 today with bitch boss ,2009-06-03 05:17:31,work today bitch boss,1,2009-06-03
  DD has pinkeye...not fun.,2009-06-15 07:09:04,dd pinkeyenot fun,0,2009-06-15
3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing ,2009-05-17 11:06:31,little birds pitch door step singing sweet songs melodies pure amp true sayin dis message dont worry thing,2,2009-05-17
Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!   ,2009-04-19 06:34:06,church highlands bryant conference center,0,2009-04-19
Off to london biggin hill ,2009-06-06 00:09:08,london biggin hill,0,2009-06-06
definitely just failed my exam ,2009-05-18 05:11:19,definitely failed exam,0,2009-05-18
@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard ,2009-05-31 03:04:10,oh sorry didnt see tweet sorry unhappy dd champers looking hair dye back cupboard,4,2009-05-31
@laurie_pringle I mention it in the blog post. It's in Vancouver. ,2009-06-05 21:50:32,mention blog post vancouver,0,2009-06-05
I am soooo happy!!! ,2009-06-05 23:45:11,soooo happy,0,2009-06-05
@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?  ,2009-06-05 17:07:24,great conversation else might sheets act love eh eh,0,2009-06-05
mark cubans doin handsprings right now- the &quot;punks and thugs&quot; are sinking.. but he's not looking forward to paying dirk's child support. ,2009-05-29 19:29:10,mark cubans doin handsprings right quotpunks thugsquot sinking hes looking forward paying dirks child support,0,2009-05-29
@lovelyberries haha you can cuddle with me anytime ,2009-05-10 20:57:03,haha cuddle anytime,0,2009-05-10
had a lovely birthday.  http://plurk.com/p/xedq0,2009-05-31 05:49:48,lovely birthday,0,2009-05-31
@judez_xo ugly kids there?  woahh where am i then. ,2009-05-31 23:49:17,ugly kids woahh,0,2009-05-31
@canadianfamily The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son. ,2009-05-10 21:19:14,best thing mothers day son card husband got week old son,0,2009-05-10
Just got off the  â  Misery loves company..... Haha,2009-06-15 03:00:00,got misery loves company haha,0,2009-06-15
ugh sdre isnt coming here  lame. today can suck my dick.,2009-06-23 12:17:56,ugh sdre isnt coming lame today suck dick,1,2009-06-23
@andyclemmensen tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.,2009-06-06 02:02:10,tv mute cause boring ipod speakers timer thats done,0,2009-06-06
TWO More weeks and its back to work. ,2009-04-20 07:54:21,two weeks back work,4,2009-04-20
is healthy breakfast then back to geography revision ,2009-06-02 02:22:45,healthy breakfast back geography revision,4,2009-06-02
